Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
"irvine Internal Solid State Drive 128 GB Desktop, Lapto...","₹1,130",19% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,POWERLLP,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 128 GB,Desktop, Laptop","5 YEAR,Cash on Delivery available,No Returns Applicable","* Sequential read/write speeds up to 550/440 MB/s. Performance varies as per system hardware and configuration.

* Power Efficiency - SSDs consumes less power than HDDs, which Saves battery life of your laptop or desktops While using SSD Device

*Directions to use - Simply remove the old drive and replace it with the new SSD. installing an SSD is simple process & can be done in just a few minutes."
Crucial BX500 240 GB All in One PC's Internal Solid Sta...,"₹2,030",74% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA,Form Factor: 3.5 inch,Capacity: 240 GB,All in One PC's","Cash on Delivery available,No Returns Applicable",
ADATA SU630 240 GB Laptop Internal Solid State Drive (S...,"₹1,864",68% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop","3 YEARS WARRANTY,Cash on Delivery available,No Returns Applicable","ADATA Technology Co., Ltd. is committed to providing top-notch memory solutions that enrich the customer’s digital life. With high-performance transfers Extreme Portable SSD lets you offload and edit files in a snap. Offering excellent water and dust protection. It works normally even in a dusty environment."
"Consistent CTSSD 128 GB Desktop, Laptop, All in One PC'...","₹1,050",73% off,3.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Desktop, Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",
Xsentuals M.2 8 GB Laptop Internal Solid State Drive (S...,₹599,62% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 7% off (price inclusive of cashback/coupon)",,TECHNOLOGYBAZAR,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Laptop","Cash on Delivery available,No Returns Applicable",
LAPCARE NVME 128 GB Laptop Internal Solid State Drive (...,"₹1,689",35% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Thunderz,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 128 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"Crucial MX Series 500 GB Laptop, Desktop Internal Solid...","₹5,690",27% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,TBsmart,"Type: SSD,Interface: SATA,Form Factor: M.2,Capacity: 500 GB,Laptop, Desktop","5 Year Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available","Crucial® MX500 500GB M.2 Type 2280 SSD , Compatibility tool: https://www.crucial.in/store/systemscanner"
"powerx SS1000 512 GB All in One PC's, Desktop, Laptop I...","₹3,200",46% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,JupiterCompunet,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 512 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"HP EX900 M.2 250 GB Laptop, Desktop Internal Solid Stat...","₹3,015",49% off,3.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 10% off (price inclusive of cashback/coupon)",,RcRetailStore,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 250 GB,Laptop, Desktop","3 Year warranty from the date of purchase,Cash on Delivery available,No Returns Applicable","HP SSD EX900 M.2 is a new generation SSD with ultra-high performance that supports PCIe Gen3x4 interface and new NVMe 1.3 specification. With read and write speed as high as 2100MB/s and 1500MB/s respectively, it is the key for high speed in gaming notebooks and advanced desktops to meet the demand for ultra-high performance and reliability of advanced hardware players, e-gamers and professional media producers."
"Simmtronics S930P PRO 2.5 512 GB Desktop, Laptop, All i...","₹2,875",71% off,3.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RKanhaInfotech,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 512 GB,Desktop, Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",
WD SN750 250 GB Desktop Internal Solid State Drive (SSD...,"₹4,659",42% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","250 GB,500 GB",MPDSLERetail,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 250 GB,Desktop","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Xsentuals M.2 NVMe 8 GB Laptop Internal Solid State Dri...,₹599,70% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 33% off (price inclusive of cashback/coupon)",,TECHNOLOGYBAZAR,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"Simmtronics PRO 128 GB Laptop, Desktop, All in One PC's...","₹1,199",69% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,COCORED,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Laptop, Desktop, All in One PC's","Cash on Delivery available,No Returns Applicable",
"scuda 6GB /S Speed 128 GB Desktop, Laptop, All in One P...","₹1,699",38% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Desktop, Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",
Simmtronics 2280 128 GB Laptop Internal Solid State Dri...,"₹1,199",69% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,COCORED,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Laptop","Cash on Delivery available,No Returns Applicable",
Frontech SSD 1 TB Desktop Internal Solid State Drive (S...,"₹4,453",25% off,5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,FRONTECH ONLINE,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 1 TB,Desktop","3 Year Warranty,Cash on Delivery available,No Returns Applicable",
"Simmtronics SSD 256 GB All in One PC's, Desktop, Laptop...","₹1,835",73% off,4.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,COCORED,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
ADATA Ultimate SU650 120 GB Desktop Internal Solid Stat...,"₹2,044",48% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,MEGADEALS17,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 120 GB,Desktop","Cash on Delivery available,No Returns Applicable",
"ZEBRONICS SSD 256 GB All in One PC's, Desktop, Laptop I...","₹2,425",67% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","128 GB,256 GB",BUZZINDIA,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 256 GB,All in One PC's, Desktop, Laptop","3 Years Carrying into Service Center,Cash on Delivery available,No Returns Applicable,GST invoice available",Transform your laptop and desktop performance to next level with Zebronics m.2 SSD. Solid state storage will give you low latency along with fast read and write performance. No moving parts mean better reliability and low power consumption will result in better battery life in laptop. Available in capacities of 128GB and 256GB.
Frontech SSD-0015 512 GB Desktop Internal Solid State D...,"₹2,630",34% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,FRONTECH ONLINE,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 512 GB,Desktop","3 Years Warranty,Cash on Delivery available,No Returns Applicable",
"WD SN350 480 GB All in One PC's, Desktop, Laptop Intern...","₹3,778",47% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 16% off (price inclusive of cashback/coupon)",,MEGADEALS17,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 480 GB,All in One PC's, Desktop, Laptop","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair","The WD Green™ SN350 NVMe™ SSD can revitalize your old computer for daily use. Whether you’re in class, shopping, chatting or surfing, this drive can work up to four times faster2 than SATA drives. Because they have no moving parts, SSDs offer a shock-resistant design to help protect your important data against accidental bumps and drops. The slim M.2 2280 form factor allows for a quick and easy upgrade for any computer with an NVMe slot. Plus, with the downloadable Western Digital® SSD Dashboard you can also monitor the health of your drive for added peace of mind."
prass SUPERSONIC 120 GB Laptop Internal Solid State Dri...,"₹1,199",60% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 7% off (price inclusive of cashback/coupon)",,Prass,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 120 GB,Laptop","THREE YEARS FROM SERVICE CENTER,Cash on Delivery available,No Returns Applicable",3.0 SATA 6GBPS SUPERSONIC SSD 120GB FOR DESKTOP AND LAPTOP
STELLULAR M.2 128 GB Laptop Internal Solid State Drive ...,"₹1,800",60% off,3.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,ITSHOPNOW,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Laptop","3 YEAR,Cash on Delivery available,No Returns Applicable",
GEONIX SS1000 512 GB Laptop Internal Solid State Drive ...,"₹2,349",66% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,AshaEnterprisesTMP,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 512 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"Techmatrix Ultra Durable 480 GB Laptop, All in One PC's...","₹5,299",44% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KartbinOnlineServices,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 480 GB,Laptop, All in One PC's, Desktop","Cash on Delivery available,No Returns Applicable","480Gb, SSD write cache is enabled,Low power consumption, Laptop and Desktop 2.5Inch,/SATA III interface, ATA modes supported Sequential 128KB Read up to 550 MBPS and Write speeds up to 500MB/s respectively Operating temperature – Commercial (0°C to 70°C)5, Voltage input-Minimum : 4.5V , Maximum: 5.0V Boot up faster. Load files quicker. Improve overall system responsiveness 300% faster than a typical hard drive Improves battery life because it’s 45x more energy efficient than a typical hard drive"
"scuda SSD 128 GB All in One PC's, Desktop, Laptop, Surv...","₹1,299",52% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,perfect7,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 128 GB,All in One PC's, Desktop, Laptop, Surveillance Systems","Cash on Delivery available,No Returns Applicable",
STELLULAR M.2 256 GB Laptop Internal Solid State Drive ...,"₹3,000",58% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,ITSHOPNOW,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 256 GB,Laptop","Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹12,999",53% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 35% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"GRITRONIX GR256000753 256 GB Desktop, Laptop Internal S...","₹1,519",49% off,4.5,"Special Price,Get extra 20% off (price inclusive of cashback/coupon),Buy This Product and get ₹500 Off on Next AC Purchase*,Buy for ₹100 or more get ₹225 off your Next Buy,Buy for ₹100 or more get ₹100 off your Next Buy","256 GB,512 GB",Gritronix,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable","A solid-state drive (SSD) is a storage device that uses flash memory for data storage, offering faster data access and improved system performance compared to traditional hard disk drives."
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"HP S600 240 GB Laptop, Desktop Internal Solid State Dri...","₹2,500",35% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 7% off (price inclusive of cashback/coupon)",,DEALSOFTHEDAYS,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop, Desktop","3 Years,Cash on Delivery available,No Returns Applicable",
"HP HP S650 2.5"" 240 GB Laptop, Desktop, All in One PC's...","₹2,805",28% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,DEALSOFTHEDAYS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop, Desktop, All in One PC's","Cash on Delivery available,No Returns Applicable","HP SSD is the latest solution for storage technology, and it has significant benefits over traditional hard drives. Solid-state drives can improve the performance of your entire system, providing: superior performance, improved start-up time, faster application load times, longer battery life, and better system reliability. As the leader in the PC industry, HP SSD quality assurance begins at the R & D design stage and continues through the whole production process."
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹15,319",72% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 21% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 860 Evo 500 GB Laptop, Desktop Internal Solid S...","₹5,543",51% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,2 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 500 GB,Laptop, Desktop","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"OSCOO 001 240 GB Desktop, Laptop, All in One PC's Inter...","₹2,150",64% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",,Techapoyo,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Desktop, Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",
"SAMSUNG 870 Evo 500 GB Laptop, Desktop Internal Solid S...","₹5,200",30% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 30% off (price inclusive of cashback/coupon)",,OnlineAB,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 500 GB,Laptop, Desktop","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Silicon Power A55 128 GB Laptop Internal Solid State Dr...,,,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 6% off (price inclusive of cashback/coupon)",,KiViS Retail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 128 GB,Laptop","Cash on Delivery available,No Returns Applicable",
Xsentuals M.2 NVMe 8 GB Laptop Internal Solid State Dri...,₹749,71% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,TECHNOLOGYBAZAR,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Laptop","Cash on Delivery available,No Returns Applicable",
